,Kingdom,Phylum,Class,Order,Family,Genus,Species
seq12859,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,,
seq12860,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
seq12862,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq12863,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq12865,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
seq12866,Bacteria,SAR324 clade(Marine group B),,,,,
seq12868,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq12869,Bacteria,Actinobacteriota,Actinobacteria,,,,
seq12871,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
seq12872,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq12873,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
seq12874,Bacteria,,,,,,
seq12875,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq12876,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12877,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,JI49D030,,
seq12878,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,,,
seq12879,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq12880,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq12881,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,,
seq12882,Bacteria,Proteobacteria,,,,,
seq12883,Bacteria,Proteobacteria,Gammaproteobacteria,P0X4b2H11,,,
seq12884,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,
seq12886,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq12887,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,
seq12888,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12889,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,
seq12890,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq12891,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,,
seq12892,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq12893,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq12895,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,,,
seq12896,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
seq12898,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq12899,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq12900,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq12901,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12902,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,
seq12903,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
seq12904,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,
seq12905,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq12906,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
seq12907,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
seq12908,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina,
seq12909,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
seq12910,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq12911,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12912,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq12913,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,,
seq12914,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq12916,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
seq12917,Bacteria,Cyanobacteria,Sericytochromatia,,,,
seq12919,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq12920,Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,,,
seq12921,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,
seq12922,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,,
seq12923,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq12924,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,
seq12925,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,,
seq12926,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,
seq12927,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq12928,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12929,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq12930,Bacteria,,,,,,
seq12934,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
seq12935,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq12936,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,
seq12937,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,
seq12938,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12940,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
seq12941,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,,
seq12942,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq12943,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq12944,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12945,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq12946,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq12947,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12948,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq12949,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
seq12950,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,,,
seq12952,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,,
seq12953,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
seq12954,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,
seq12955,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,,
seq12957,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
seq12958,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,,
seq12960,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
seq12961,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,
seq12962,Bacteria,,,,,,
seq12965,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,
seq12966,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tibeticola,
seq12967,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,,
seq12968,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq12969,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,
seq12970,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,,
seq12971,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq12972,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq12973,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq12974,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq12975,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,
seq12976,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus Methylopumilus,
seq12978,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Malikia,
seq12979,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq12980,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12981,Bacteria,LCP-89,,,,,
seq12982,Archaea,Crenarchaeota,Bathyarchaeia,,,,
seq12983,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,,
seq12984,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq12985,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,
seq12986,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq12987,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq12988,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,
seq12989,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
seq12990,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12991,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,
seq12992,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq12993,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq12994,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,
seq12995,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq12996,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12997,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,
seq12999,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,
seq13000,Bacteria,Desulfobacterota,,,,,
seq13001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq13002,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,,
seq13003,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Malikia,
seq13004,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,
seq13006,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,
seq13007,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,
seq13008,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq13009,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,,
seq13011,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,
seq13012,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq13014,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,
seq13015,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq13016,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq13017,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq13018,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,
seq13020,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq13021,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq13022,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,,,
seq13023,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,
seq13024,Archaea,,,,,,
seq13025,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq13026,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylosoma,
seq13028,Bacteria,Nitrospirota,Thermodesulfovibrionia,,,,
seq13029,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,
seq13030,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niveitalea,
seq13031,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq13032,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq13033,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq13034,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq13036,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq13039,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq13040,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,,
seq13041,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,
seq13042,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,
seq13044,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq13045,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,
seq13046,Bacteria,Patescibacteria,ABY1,Candidatus Komeilibacteria,,,
seq13047,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq13048,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tibeticola,
seq13049,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,,
seq13050,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tibeticola,
seq13052,Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus,
seq13053,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,,
seq13054,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq13056,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,
seq13057,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,,,
seq13058,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,,,
seq13059,Bacteria,,,,,,
seq13060,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,
seq13061,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niveitalea,
seq13062,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,,,
seq13063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,
seq13064,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
seq13065,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq13066,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
seq13067,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq13068,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,,
seq13070,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parablastomonas,
seq13071,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq13072,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq13073,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq13074,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,,,
seq13075,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq13076,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,
seq13077,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Dendrosporobacter,
seq13078,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq13080,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,,
seq13081,Bacteria,,,,,,
seq13082,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,
seq13084,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
seq13085,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,
seq13086,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,
seq13087,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq13088,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,
seq13090,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,,
seq13091,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parablastomonas,
seq13092,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq13094,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,
seq13095,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq13097,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq13098,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq13099,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,,
seq13100,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq13102,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Candidatus Photodesmus,
seq13103,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Ampullimonas,
seq13104,Bacteria,Actinobacteriota,Actinobacteria,,,,
seq13105,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq13106,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,
seq13107,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
seq13108,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,
seq13109,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,,
seq13110,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,
seq13111,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq13112,Bacteria,Firmicutes,Clostridia,,,,
seq13113,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
seq13114,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq13115,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
seq13116,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,,
seq13117,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
seq13118,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,
seq13119,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudopelagicola,
seq13120,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,,
seq13121,Bacteria,,,,,,
seq13122,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,
seq13123,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,
seq13124,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,
seq13125,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq13126,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq13127,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,
seq13128,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tibeticola,
seq13129,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Calothrix KVSF5,
seq13130,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,
seq13132,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq13135,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
seq13136,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,,
seq13137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinosulfonomonas,
seq13138,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,,
seq13139,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq13140,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,
seq13141,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Alpinimonas,
seq13142,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq13143,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,
seq13144,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
seq13147,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,
seq13148,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,,
seq13149,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq13151,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,
seq13152,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,
seq13153,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq13154,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,,
seq13156,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,
seq13157,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq13158,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
